Algorithm,Optimizations,Bom,Nodes,AttemptNr,Time,Makespan
LS_TS_3min,OFF,bom_2_5_10_5,31.0,4,180.2169,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,5,180.5297,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,6,180.1931,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,7,180.2176,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,8,180.2336,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,9,180.2183,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,10,180.2421,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,11,180.2019,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,12,180.2033,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,13,180.2265,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,14,180.2268,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,15,180.3184,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,16,180.209,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,17,180.2333,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,18,180.2294,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,19,180.2118,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,20,180.2904,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,21,180.219,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,22,180.2131,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,23,180.2072,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,24,180.2354,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,25,180.2117,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,26,180.2074,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,27,180.2159,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,28,180.2152,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,29,180.6913,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,30,180.2169,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,1,180.2663,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,2,180.2182,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,3,180.2369,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,4,180.4903,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,5,180.1976,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,6,180.317,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,7,180.2416,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,8,180.217,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,9,180.3348,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,10,180.2012,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,11,180.2137,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,12,180.2303,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,13,180.2148,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,14,180.3195,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,15,180.2309,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,16,180.2259,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,17,180.2141,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,18,180.2558,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,19,180.2289,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,20,180.2148,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,21,180.4313,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,22,180.1978,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,23,180.2069,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,24,180.2152,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,25,180.2121,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,26,180.193,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,27,180.2001,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,28,180.3984,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,29,180.198,97491.0
LS_TS_3min,ON,bom_2_5_10_5,31.0,30,180.1988,97491.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,1,180.3303,108445.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,2,180.2151,110403.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,3,180.2233,110517.0
LS_TS_3min,OFF,bom_2_6_10_5,43.0,4,180.2155,109560.0
